,n.name,n.code,score
786,Kendall Airstrip,WN08,1.0
1276,Wagner International Airport,OI06,1.0
4034,Squirrel Creek Ranch Airport,4TE9,1.0
846,Bar V K Airport,TX32,1.0
3114,Strittmatter Airport,PN04,1.0
3110,Sunnyside Municipal Airport,K1S5,1.0
1854,Harrison Farm Airport,8MD5,1.0
1176,Hunter Airport,82IN,1.0
3078,Twin Oak Airport,NC69,1.0
3056,Rutherford Ranch Airport,85TX,1.0
213,Townley Farms Airport,9LL9,1.0
866,Mount Carmel Municipal Airport,KAJG,1.0
215,Green Pond Airport,SC39,1.0
2994,Lake County Airport,KLXV,1.0
2991,Portage County Regional Airport,KPOV,1.0
2920,Culp Airport,6TA3,1.0
2908,Spencer Airport,NC35,1.0
3210,Deer Park / Radial Flyer Airport,WT21,1.0
1799,Sunset Strip,0GA6,1.0
1783,Tri State Steuben County Airport,KANQ,1.0
1218,Michael Airport,54KS,1.0
1246,Mark Twain Air Park,4MO6,1.0
561,Maple Ridge Airport,66NY,1.0
300,Marshfield Municipal Airport,KMFI,1.0
541,Cross-B Airport,24XA,1.0
1227,Ranch Side Airport,WS26,1.0
1713,Norwalk Huron County Airport,K5A1,1.0
3500,Green Acres Air Park,7OR6,1.0
3256,Oroville Municipal Airport,KOVE,1.0
3472,Flying S Farm Airport,3TX2,1.0
3400,General Dick Stout Field,K1L8,1.0
182,Pigeon Airport,II16,1.0
3351,Deer Run Air Field,7NK1,1.0
3805,Pat-Mar Strip,AK63,1.0
470,Carroll's Airport,OI22,1.0
3859,Allen Airport,8OI3,1.0
2870,Weidner Airport,4IS9,1.0
1919,Tilden Airport,NK24,1.0
2402,Weiss Airport,86KS,1.0
339,Bloomsburg Municipal Airport,KN13,1.0
2465,AJ Eisenberg Airport,KOKH,1.0
2171,Goose Creek Airport,NY89,1.0
2457,Sky Ranch At Pioneer Peak Airport,AK50,1.0
2423,Buffalo Lancaster Regional Airport,KBQR,1.0
2190,GAA Private (Abels Island) Airport,IA23,1.0
1064,Spring Lake Airport,IN43,1.0
2500,St Marys Municipal Airport,KOYM,1.0
2334,Hawk's Nest Airport,88VT,1.0
2292,Simandl Field/Private Airport,0WI6,1.0
2282,Walhalla Municipal Airport,K96D,1.0
2281,Pegasus Air Park,50PA,1.0
294,York Aerodrome,8OH4,1.0
2280,Cross Keys Airport,K17N,1.0
2150,Claremore Regional Airport,KGCM,1.0
980,Fricke Airport,OI34,1.0
2854,Garrett Ranch Airport,77XS,1.0
2634,B J Farms Airport,NJ06,1.0
904,Flying Armadillo Field,1XA5,1.0
1944,Cattle Creek Ranch Airport,50FD,1.0
1967,Pan Lake Strip Airport,07AA,1.0
235,Kimberling Airport,MO64,1.0
2688,Starkey's Airport,IN21,1.0
2642,Ashby Airport,II26,1.0
2633,Mock Airport,3NJ5,1.0
978,Docken Field,37WI,1.0
2033,Lyons Landing Airport,5GA2,1.0
248,Cox-Grantham Airfield,6NC0,1.0
2060,E T Field,NC71,1.0
2077,Lake Placid Airport,KLKP,1.0
970,Grand Geneva Resort Airport,KC02,1.0
2581,Castroville Municipal Airport,KCVB,1.0
1670,Rover Airport,PA31,1.0
2255,Cavalier Municipal Airport,K2C8,1.0
1539,New Holstein Municipal Airport,K8D1,1.0
1331,Skyhill Airport,1OR7,1.0
1346,Hoppe Airspray,HOPA,1.0
1436,Deer Run Airport,NC56,1.0
4188,Rosecrans Memorial Airport,KSTJ,1.0
1283,Zollinger Strip,II21,1.0
1568,Varns Farms Airport,OI07,1.0
1517,Joseph A. Hardy Connellsville Airport,KVVS,1.0
1383,Flying T Ranch Airport,41TS,1.0
1530,Sheets Field,5OI3,1.0
70,Gessie Airport,9IN9,1.0
848,Goshen Municipal Airport,KGSH,0.75
2434,Anderson Lake Airport,0AK1,0.6666666666666666
627,Youngstown Warren Regional Airport,KYNG,0.6666666666666666
2237,Woodcrest Farms Airstrip,JY17,0.6666666666666666
3264,Carl's Landing Airport,AK19,0.6666666666666666
2782,Black Rock Airport,32PN,0.6666666666666666
1672,Etowah Fields Airport,02GE,0.6666666666666666
1202,Plew Airport,IN71,0.6666666666666666
1978,Alliance Airport,23NJ,0.6666666666666666
3089,B.C. Air Airport,NE31,0.6
3178,Hilltop Ranch Airport,9TA1,0.5714285714285714
3594,Chicago O'Hare International Airport,KORD,0.36512315270935963
3599,Phoenix Sky Harbor International Airport,KPHX,0.36479968500836696
3644,Dallas Fort Worth International Airport,KDFW,0.36444094797915233
3578,Hartsfield Jackson Atlanta International Airport,KATL,0.36237410775398454
3636,Dallas Love Field,KDAL,0.35775654020658365
3590,Philadelphia International Airport,KPHL,0.35730813729271116
3592,Charlotte Douglas International Airport,KCLT,0.3565518568404849
3588,Louisville Muhammad Ali International Airport,KSDF,0.35627763891559316
3604,Baltimore/Washington International Thurgood Marshall Airport,KBWI,0.35467508852521773
3602,Denver International Airport,KDEN,0.353322528363047
3633,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,0.35025044891787166
3734,Nashville International Airport,KBNA,0.3501842577718983
3620,Chicago Midway International Airport,KMDW,0.3500188893086513
3616,William P Hobby Airport,KHOU,0.34949075820445114
3632,McCarran International Airport,KLAS,0.34949075820445114
3566,Fort Lauderdale Hollywood International Airport,KFLL,0.3493919110021684
1590,Stevens Airport,60CO,0.3488985125211824
3607,Los Angeles International Airport,KLAX,0.3485047959375588
3600,Washington Dulles International Airport,KIAD,0.3465818759936407
3623,Seattle Tacoma International Airport,KSEA,0.345870275314979
3695,St Louis Lambert International Airport,KSTL,0.3451294468243621
3595,Logan International Airport,KBOS,0.3448725107016564
