,n.name,n.code,score
2944,Quincy Regional Baldwin Field,KUIN,1.0
2666,Edward F Knapp State Airport,KMPV,1.0
1642,Dacy Airport,K0C0,1.0
3815,Wheeler Airport,IG05,1.0
4232,Baylie Airport,66XS,1.0
1740,Kirkpatrick Airport,8IL2,1.0
2994,Masser Field,67PN,1.0
4000,Johnston Field,9NE4,1.0
2931,Diamond S Airport,GA89,1.0
3974,Portage County Regional Airport,KPOV,1.0
1816,Dougherty Airport,1OH2,1.0
4253,Striplin Airfield,AL62,1.0
1845,Wounded Buck Ranch Airport,22MT,1.0
1849,Hannen Airport,0IA8,1.0
4047,Hardy Field,3XA1,1.0
3853,Hilvety Airport,5LL1,1.0
1929,Reiss Game Farm Airport,75NY,1.0
4984,Cedar Ridge Airport,GA62,1.0
2745,Riordan Airport,43MO,1.0
3858,Chicago Glider Club Gliderport,IL59,1.0
4323,Ross Field,OI25,1.0
1378,Whitehorn Cove Airport,OL20,1.0
4227,Reynolds Field,MN91,1.0
4224,North Texas Regional Airport/Perrin Field,KGYI,1.0
1220,Waupun Airport,WI07,1.0
3586,Holmes County Airport,K10G,1.0
3564,Vodden Airport,IS15,1.0
3598,J Linn Airport,37TS,1.0
3541,Foster Field,5VG2,1.0
3528,B J Farms Airport,NJ06,1.0
3525,Lauppes Strip,CA22,1.0
3633,Ruleville Drew Airport,KM37,1.0
4098,Gibbons Airport,12AR,1.0
3451,Spring Paths Airport,42NC,1.0
5127,Frymoyer Airport,4PA3,1.0
4135,G W Farm Airport,9MD9,1.0
1447,Red Shed Field,2IS6,1.0
275,Lost Acres Airport,8PN0,1.0
933,Mayes Homestead Airport,37MO,1.0
3257,Jetway Airport,61OH,1.0
3249,Chippewa Valley Regional Airport,KEAU,1.0
4013,Lexington Municipal Airport,K4K3,1.0
4623,Hawker Airport,12IL,1.0
4572,North American Farms Airport,56FD,1.0
909,West Michigan Regional Airport,KBIV,1.0
5051,George L Scott Municipal Airport,K3Y2,1.0
4691,David City Municipal Airport,K93Y,1.0
2601,Whiteman Air Force Base,KSZL,1.0
2621,Centralia Municipal Airport,KENL,1.0
5019,Menomonie Municipal Score Field,KLUM,1.0
636,Stoney's Airport,OI32,1.0
4384,St Elmo Airport,K2R5,1.0
2428,Still Meadow Farm Airport,8PS2,1.0
5068,Idlewild Airport,XS11,1.0
2417,Fox Fire Airport,SN85,1.0
4431,Marchino Field,28IN,1.0
4416,Corcoran Airport,KCRO,1.0
4508,Sleepers Strip Airport,6AK2,1.0
2431,Sunrise Dusters Airport,CA18,1.0
4525,Nolte Farms Airport,NE82,1.0
4707,Sanders Airport,MT37,0.6666666666666666
3907,Cherry Hill Airport,8KT8,0.6666666666666666
3007,Ball Airport,79NC,0.6666666666666666
297,West Middlesex Airport,PA21,0.6666666666666666
84,Chicago Midway International Airport,KMDW,0.383530694920536
48,Charlotte Douglas International Airport,KCLT,0.37718357339871283
82,Centennial Airport,KAPA,0.3763473740539714
67,Phoenix Sky Harbor International Airport,KPHX,0.3761460880195599
30,Dallas Love Field,KDAL,0.3752000609709626
35,Louisville Muhammad Ali International Airport,KSDF,0.37505713850373307
76,Dallas Fort Worth International Airport,KDFW,0.375
80,Washington Dulles International Airport,KIAD,0.37477161997563946
59,Indianapolis International Airport,KIND,0.3738324853823373
209,Chicago Executive Airport,KPWK,0.3730958696475938
28,McGhee Tyson Airport,KTYS,0.37174356263686475
9,Chicago O'Hare International Airport,KORD,0.3711270260082925
66,Nashville International Airport,KBNA,0.371015148089532
194,Teterboro Airport,KTEB,0.37062410600015055
4,Scottsdale Airport,KSDL,0.36662198391420914
7,Naples Municipal Airport,KAPF,0.3662128989064941
