,n.name,n.code,score
1443,Mc Mahon Field,68WA,1.0
2351,Ashby Airport,II26,1.0
2842,Plattsmouth Municipal Airport,KPMV,1.0
2399,Norman & White Airport,6TE1,1.0
1691,Gardner Municipal Airport,KGDM,1.0
3947,Sparta Community Hunter Field,KSAR,1.0
2877,Kalispell City Airport,KS27,1.0
3899,Petes Airport,7MY9,1.0
2377,Effingham County Memorial Airport,K1H2,1.0
3952,Capitol Drive Airport,K02C,1.0
3352,Tara Airbase Airport,5NC1,1.0
1146,Offutt Air Force Base,KOFF,1.0
2912,G & S Space Port Airport,14KS,1.0
2020,Hillview Airstrip,OI38,1.0
3969,Curless Airport,IS08,1.0
4313,Misty Meadows Airport,MO65,1.0
2941,Cleveland Airport,TE12,1.0
3748,Old Orchard Airport,0PS4,1.0
2975,Vodden Airport,IS15,1.0
2305,Zoellner Airport,10OH,1.0
3791,Happy Valley Airport,OL03,1.0
2405,Mole Airport,1OA2,1.0
1405,Wood Airport,8WI0,1.0
3393,Crooked Creek Airport,7NC5,1.0
1845,Ambassador Ultralightport,54OK,1.0
1574,Norwalk Huron County Airport,K5A1,1.0
2476,Richards Airport,GA44,1.0
297,Gessie Airport,9IN9,1.0
2620,Corry Lawrence Airport,K8G2,1.0
1642,Henson Farm Airport,AR35,1.0
2463,Oswego County Airport,KFZY,1.0
3922,Dulmes Field,65WI,1.0
1805,Wales Air Field,TE92,1.0
2700,North Texas Regional Airport/Perrin Field,KGYI,1.0
3284,Beloit Airport,K44C,1.0
2453,Mc Colloch's Airport,1OI9,1.0
1500,Yingst Airport,3PS8,1.0
1445,Sky Classics Field,7PS4,1.0
1440,Hartford Municipal Airport,KHXF,1.0
2756,Hadley Airport,03MA,1.0
3808,Malina Airport,MO31,1.0
3891,Lawton Airport,IA84,1.0
2593,Lakefield Airport,KCQA,1.0
2295,Butts AAF (Fort Carson) Air Field,KFCS,1.0
3094,Montana Creek Airport,21AK,1.0
3507,Turner Field,11CA,1.0
2104,Piqua Airport-Hartzell Field,KI17,1.0
3470,Knox Landing Airport,87NE,1.0
2235,Red Shed Field,2IS6,1.0
574,Ed-Air Airport,2IG4,1.0
1760,Sand Ridge Airpark Inc Airport,OK94,1.0
2228,Myers Field Ultralight Flightpark,2OL2,1.0
2567,Riley Field,1NC5,1.0
2977,Cub Field,VA81,1.0
2139,Greenwoods Airfield,VT38,1.0
2212,Hobbs Airport,MS33,1.0
2156,Sky River Ranch Airport,WA78,1.0
3158,Grant Airport,3GA0,1.0
3652,Dugger Field,0FD3,1.0
3307,Northeast Kingdom International Airport,KEFK,1.0
2199,Pleasant Grove Airpark,8TN2,1.0
3297,Skyotee Ranch Airport,CL74,1.0
2181,Toy Airpark,15XS,1.0
698,Elm Creek Airpark,0TX6,1.0
3687,Del Valle Airport,TA55,1.0
2220,Samuels Springs Airport,59KY,1.0
2633,Jones Farm Field,OK12,1.0
1118,Nelund Field,9II2,1.0
3576,New Coalinga Municipal Airport,KC80,1.0
2100,Squirrel Run Airport,AR94,1.0
4042,Martins Aerodrome,WI78,1.0
2577,Michael Airport,54KS,1.0
3024,Blackhawk Airport,81KS,1.0
1009,Hallett's Airport,8PN2,1.0
1541,Lexington Municipal Airport,K4K3,0.75
2014,Skyhaven Airport,KRCM,0.75
916,Lawrenceville Vincennes International Airport,KLWV,0.7
3577,Eglin Test Site B6 Airport,FL34,0.6666666666666666
1966,Fort Atkinson Municipal Airport,K61C,0.6666666666666666
1754,Harris River Ranch Airport,9CA7,0.6666666666666666
3755,Schenck Field,KICL,0.6666666666666666
1854,Frog Pond Airport,14XA,0.6666666666666666
2361,Coyote Creek Ranch Airport,30CO,0.6666666666666666
2201,Wormley Airport,85LL,0.6666666666666666
2202,Fortman Airport,1OH4,0.6666666666666666
2039,Cherokee Strip,1AR5,0.6666666666666666
1839,Philip Billard Municipal Airport,KTOP,0.6666666666666666
3310,Robbins Airport,MU20,0.6
3766,Olsen Airport,IA93,0.5
596,Ridgway Flying Service Airport,II30,0.47368421052631576
4110,Chicago O'Hare International Airport,KORD,0.37335369345294905
4136,Dallas Fort Worth International Airport,KDFW,0.3717924348983083
4140,Dallas Love Field,KDAL,0.37010406811731317
4170,Phoenix Sky Harbor International Airport,KPHX,0.36940509915014164
4097,Hartsfield Jackson Atlanta International Airport,KATL,0.3688130479871783
4162,Nashville International Airport,KBNA,0.3678074464084242
4192,Charlotte Douglas International Airport,KCLT,0.36577840112201965
4114,Louisville Muhammad Ali International Airport,KSDF,0.36468723781113077
4116,Washington Dulles International Airport,KIAD,0.36438152011922503
4144,William P Hobby Airport,KHOU,0.36417799292496744
4117,Denver International Airport,KDEN,0.36346743473009385
4111,Baltimore/Washington International Thurgood Marshall Airport,KBWI,0.3629952676997309
4131,Los Angeles International Airport,KLAX,0.36012151339409004
4146,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,0.3600883652430044
4161,McCarran International Airport,KLAS,0.35955882352941176
4129,Philadelphia International Airport,KPHL,0.3588990825688073
4172,George Bush Intercontinental Houston Airport,KIAH,0.3578157870666789
4157,John Glenn Columbus International Airport,KCMH,0.35755415409925967
4167,Raleigh Durham International Airport,KRDU,0.3564464692482916
1135,Stevens Airport,60CO,0.35441203116506614
4179,St Louis Lambert International Airport,KSTL,0.35434782608695653
4099,Chicago Midway International Airport,KMDW,0.354155350353069
4138,Fort Lauderdale Hollywood International Airport,KFLL,0.3536750745863846
4113,Teterboro Airport,KTEB,0.3534833288153971
4118,San Francisco International Airport,KSFO,0.3534194597524618
4092,Miami International Airport,KMIA,0.3532917908425901
4126,Seattle Tacoma International Airport,KSEA,0.35316421413740184
123,Colorado Air and Space Port,KFTG,0.3527820362521418
82,Westchester County Airport,KHPN,0.35271842034081685
4227,Detroit Metropolitan Wayne County Airport,KDTW,0.3524959452153541
4149,Sarasota Bradenton International Airport,KSRQ,0.35205183585313177
4232,Centennial Airport,KAPA,0.3501611170784103
4220,South Valley International Airport,KU42,0.34959785522788206
4238,Norman Y. Mineta San Jose International Airport,KSJC,0.3492545308454602
110,Jack Northrop Field Hawthorne Municipal Airport,KHHR,0.34866310160427805
4165,San Diego International Airport,KSAN,0.34798078633695073
4202,Cincinnati Northern Kentucky International Airport,KCVG,0.34788795020008895
4105,John F Kennedy International Airport,KJFK,0.34782608695652173
4121,Newark Liberty International Airport,KEWR,0.34773333333333334
4155,San Antonio International Airport,KSAT,0.3476406291655558
4101,Logan International Airport,KBOS,0.3472703062583222
4164,Ronald Reagan Washington National Airport,KDCA,0.3468700124135485
458,Fort Lauderdale Executive Airport,KFXE,0.3468700124135485
4198,Geraci Airpark,FL35,0.34631728045325777
4143,Albuquerque International Sunport,KABQ,0.3454304635761589
4163,Southwest Florida International Airport,KRSW,0.34527802294792587
4102,Metropolitan Oakland International Airport,KOAK,0.34460887949260044
4122,DeKalb Peachtree Airport,KPDK,0.3444268357105124
