,n.name,n.code,score
3888,Chicago O'Hare International Airport,KORD,703584.689813091
3879,Hartsfield Jackson Atlanta International Airport,KATL,688025.2241386124
3935,Dallas Love Field,KDAL,537916.5216617722
3890,Dallas Fort Worth International Airport,KDFW,481426.6324211168
3924,Charlotte Douglas International Airport,KCLT,478364.8067440169
3893,Phoenix Sky Harbor International Airport,KPHX,473020.8923291225
3964,Teterboro Airport,KTEB,463733.9485509694
3930,McCarran International Airport,KLAS,430452.8834426457
3904,Baltimore/Washington International Thurgood Marshall Airport,KBWI,426623.4803184144
3910,Philadelphia International Airport,KPHL,419854.8624937069
4017,DeKalb Peachtree Airport,KPDK,414551.91824462253
3972,Raleigh Durham International Airport,KRDU,400021.14291266067
3971,Washington Dulles International Airport,KIAD,396535.26102808234
3949,William P Hobby Airport,KHOU,374394.79744142876
4096,Addison Airport,KADS,361238.5387204713
3880,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,326573.63389180385
3990,Centennial Airport,KAPA,324343.16485224396
3954,San Antonio International Airport,KSAT,297990.8776532794
3881,Los Angeles International Airport,KLAX,285815.36350742227
3970,Tampa International Airport,KTPA,238981.9204575782
3937,St Louis Lambert International Airport,KSTL,238421.80470917243
4011,Westchester County Airport,KHPN,235958.97414379867
4019,Sarasota Bradenton International Airport,KSRQ,235246.83369333885
3943,Logan International Airport,KBOS,231114.22710466865
3923,Fort Lauderdale Hollywood International Airport,KFLL,226192.75190601102
3925,Nashville International Airport,KBNA,221200.39501429207
3907,San Francisco International Airport,KSFO,217058.21814102636
3974,Chicago Midway International Airport,KMDW,215816.0084689572
3978,Metropolitan Oakland International Airport,KOAK,212468.324486154
3962,Scottsdale Airport,KSDL,211189.15696466016
3926,Louisville Muhammad Ali International Airport,KSDF,210521.7416789837
3940,John Wayne Airport-Orange County Airport,KSNA,208814.3084215309
3933,Norman Y. Mineta San Jose International Airport,KSJC,201978.54534400726
3886,George Bush Intercontinental Houston Airport,KIAH,198686.74916291994
3948,Ronald Reagan Washington National Airport,KDCA,195842.10444575662
3896,Newark Liberty International Airport,KEWR,193321.9828192147
3951,Denver International Airport,KDEN,184860.80594038797
4090,Boeing Field King County International Airport,KBFI,184135.04669256628
4210,Fort Worth Meacham International Airport,KFTW,177800.15559957863
3938,Chicago Executive Airport,KPWK,175165.33504781316
