,n.name,n.code,score
4351,Chicago O'Hare International Airport,KORD,1027291.106236006
4343,Dallas Fort Worth International Airport,KDFW,857726.8278720512
4375,Baltimore/Washington International Thurgood Marshall Airport,KBWI,697241.0151919089
4075,Hartsfield Jackson Atlanta International Airport,KATL,616292.352289842
4363,Phoenix Sky Harbor International Airport,KPHX,612186.5111222331
4412,Addison Airport,KADS,567268.5880155073
4364,William P Hobby Airport,KHOU,547563.5460325608
4361,Centennial Airport,KAPA,542657.9287182961
4368,Dallas Love Field,KDAL,539222.3396014267
345,DeKalb Peachtree Airport,KPDK,535720.9119473301
4360,Charlotte Douglas International Airport,KCLT,507127.2036506046
4069,Philadelphia International Airport,KPHL,480293.80366277264
4067,Louisville Muhammad Ali International Airport,KSDF,471427.2872747748
4043,Ted Stevens Anchorage International Airport,PANC,459328.6625885572
173,Raleigh Durham International Airport,KRDU,437150.6241917073
4376,Washington Dulles International Airport,KIAD,428124.5649842112
4394,Scottsdale Airport,KSDL,388899.0240184231
4400,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,379444.7101461341
4508,Nashville International Airport,KBNA,368375.6920799355
4393,Boeing Field King County International Airport,KBFI,360826.7779031477
4078,Seattle Tacoma International Airport,KSEA,322750.94828980765
4359,John Wayne Airport-Orange County Airport,KSNA,320965.6968405286
4389,Chicago Midway International Airport,KMDW,316531.60008793004
4428,Dane County Regional Truax Field,KMSN,295650.46073748893
4347,Logan International Airport,KBOS,287114.4539889632
4387,San Antonio International Airport,KSAT,283699.3655854088
4358,Denver International Airport,KDEN,283588.31621805433
537,Naples Municipal Airport,KAPF,282693.46977011475
4567,Northwest Florida Beaches International Airport,KECP,273698.7973350721
4362,Detroit Metropolitan Wayne County Airport,KDTW,268169.9213151505
4074,McCarran International Airport,KLAS,256355.6382955044
4357,Austin Bergstrom International Airport,KAUS,248402.47573637724
4547,Fort Worth Meacham International Airport,KFTW,236686.31143227062
4405,Metropolitan Oakland International Airport,KOAK,235812.6792096895
4073,Los Angeles International Airport,KLAX,234638.63683144792
469,Laurence G Hanscom Field,KBED,233733.83760225165
4463,Richard Lloyd Jones Jr Airport,KRVS,232563.52515539035
4353,Portland International Airport,KPDX,228977.05363426424
4458,Eppley Airfield,KOMA,220305.80618496824
4065,George Bush Intercontinental Houston Airport,KIAH,219610.21546767277
4377,Oakland County International Airport,KPTK,218250.15470751116
4491,Flying Cloud Airport,KFCM,210662.52542133458
4426,Spirit of St Louis Airport,KSUS,209329.1960231957
4438,St Louis Lambert International Airport,KSTL,205463.52994674878
4383,Charles B. Wheeler Downtown Airport,KMKC,202437.28679418584
5,Boise Air Terminal/Gowen Field,KBOI,202304.46606248096
4,Chicago Executive Airport,KPWK,200871.41478502587
491,Lincoln Airport,KLNK,199588.17845212325
82,McGhee Tyson Airport,KTYS,196725.15690020044
335,Page Field,KFMY,195173.6825519523
4381,David Wayne Hooks Memorial Airport,KDWH,193713.49965597055
4642,McKinney National Airport,KTKI,192100.40235194648
4635,Sarasota Bradenton International Airport,KSRQ,191924.36758179817
4441,Frederick Douglass Greater Rochester International Airport,KROC,189807.55982317548
4450,Dupage Airport,KDPA,187346.2595378597
4480,Van Nuys Airport,KVNY,183754.35880550946
132,Cincinnati Municipal Airport Lunken Field,KLUK,179230.443644968
4076,Gwinnett County Briscoe Field,KLZU,178275.8517883077
204,Rocky Mountain Metropolitan Airport,KBJC,177541.77391275103
4077,Indianapolis International Airport,KIND,176589.89884396145
4056,John Glenn Columbus International Airport,KCMH,173621.91644687005
4340,Tulsa International Airport,KTUL,165731.7435382246
4447,Portland Hillsboro Airport,KHIO,160096.41841538393
4430,Denton Municipal Airport,KDTO,156526.95251728658
4352,Ronald Reagan Washington National Airport,KDCA,155518.82542339686
4506,Arlington Municipal Airport,KGKY,153430.73506371712
530,Bowman Field,KLOU,150294.48429272792
4560,West Houston Airport,KIWS,148690.3330365153
7,Westchester County Airport,KHPN,144624.75111387786
30,Sugar Land Regional Airport,KSGR,140616.47127218728
4366,Norman Y. Mineta San Jose International Airport,KSJC,135793.53225227044
4344,San Francisco International Airport,KSFO,131342.1199928881
4346,Teterboro Airport,KTEB,128351.54868327656
1265,Martin State Airport,KMTN,122758.80124131325
248,Syracuse Hancock International Airport,KSYR,119334.01539934457
355,New Castle Airport,KILG,117338.11151256134
4630,Cincinnati Northern Kentucky International Airport,KCVG,116772.8198410757
4397,Miami International Airport,KMIA,115371.59813201109
4356,General Mitchell International Airport,KMKE,115128.92595492545
307,Cobb County International Airport-McCollum Field,KRYY,113448.84208464494
4489,Pensacola International Airport,KPNS,112412.83774853828
4355,Albuquerque International Sunport,KABQ,110167.08413175338
4420,Fort Worth Alliance Airport,KAFW,109496.62035239888
4534,City of Colorado Springs Municipal Airport,KCOS,109208.06490078042
536,Fort Lauderdale Hollywood International Airport,KFLL,103635.46251689397
4402,Buffalo Niagara International Airport,KBUF,102571.57368574735
410,Lancaster Airport,KLNS,102558.16946031085
368,Manassas Regional Airport/Harry P. Davis Field,KHEF,98907.16043379647
4482,St Petersburg Clearwater International Airport,KPIE,98729.7911014932
64,Norfolk International Airport,KORF,97518.93671656337
4374,John F Kennedy International Airport,KJFK,96650.76516096975
4537,Mesquite Metro Airport,KHQZ,96539.6102131592
4068,Newark Liberty International Airport,KEWR,95258.55472330072
391,Crystal Airport,KMIC,95252.16054355504
586,Northeast Philadelphia Airport,KPNE,94211.96751497257
4515,Millard Airport,KMLE,93354.83885526843
4512,St Louis Downtown Airport,KCPS,92538.66783011003
4505,Snohomish County (Paine Field) Airport,KPAE,92138.650150263
4349,Fresno Yosemite International Airport,KFAT,91120.47885747737
278,Fort Lauderdale Executive Airport,KFXE,88591.24557396794
4516,San Luis County Regional Airport,KSBP,87931.81833811266
4434,Aurora State Airport,KUAO,85422.51093640676
17,Monroe Municipal Airport,KEFT,84098.70836711653
50,Burlington Alamance Regional Airport,KBUY,84008.36777385217
753,Trenton Mercer Airport,KTTN,83801.70451355544
4605,Dallas Executive Airport,KRBD,83739.6546214252
436,Dayton-Wright Brothers Airport,KMGY,83525.9629949905
162,Appleton International Airport,KATW,81198.84065243512
4620,Republic Airport,KFRG,80024.00682929685
397,DuBois Regional Airport,KDUJ,78936.17101676019
4554,Austin Executive Airport,KEDC,78264.12709954975
4445,Phoenix–Mesa Gateway Airport,KIWA,78096.93956200634
476,Whiting Field Naval Air Station - North,KNSE,77873.99788887406
4440,Sacramento International Airport,KSMF,77564.516087855
4613,Miami-Opa Locka Executive Airport,KOPF,77301.65064655678
4519,Merrill Field,PAMR,76660.47141792101
547,Willow Run Airport,KYIP,76547.98281442093
4399,McClellan Airfield,KMCC,75089.77388780698
4510,Abraham Lincoln Capital Airport,KSPI,74866.73402676416
360,Coeur D'Alene - Pappy Boyington Field,KCOE,72488.9240006058
