,industry,gdp,state,quarter
2020:Q1,Wholesale trade,67625.0,New York,2020-01-01
2020:Q2,Wholesale trade,55177.8,New York,2020-04-01
2020:Q3,Wholesale trade,63254.4,New York,2020-07-01
2020:Q4,Wholesale trade,61838.4,New York,2020-10-01
2021:Q1,Wholesale trade,62784.5,New York,2021-01-01
2021:Q2,Wholesale trade,62813.7,New York,2021-04-01
2021:Q3,Wholesale trade,61298.1,New York,2021-07-01
2021:Q4,Wholesale trade,62234.5,New York,2021-10-01
2005:Q2,Retail trade,62669.5,New York,2005-04-01
2005:Q3,Retail trade,64403.0,New York,2005-07-01
2005:Q4,Retail trade,61686.7,New York,2005-10-01
2006:Q1,Retail trade,62154.9,New York,2006-01-01
2006:Q2,Retail trade,62571.9,New York,2006-04-01
2006:Q3,Retail trade,61094.2,New York,2006-07-01
2006:Q4,Retail trade,62281.6,New York,2006-10-01
2007:Q1,Retail trade,61958.0,New York,2007-01-01
2007:Q2,Retail trade,60263.2,New York,2007-04-01
2007:Q3,Retail trade,60388.8,New York,2007-07-01
2007:Q4,Retail trade,60882.6,New York,2007-10-01
2008:Q1,Retail trade,60328.0,New York,2008-01-01
2008:Q2,Retail trade,60281.2,New York,2008-04-01
2008:Q3,Retail trade,59888.8,New York,2008-07-01
2008:Q4,Retail trade,58655.3,New York,2008-10-01
2009:Q1,Retail trade,57593.0,New York,2009-01-01
2009:Q2,Retail trade,57698.8,New York,2009-04-01
2009:Q3,Retail trade,57925.6,New York,2009-07-01
2009:Q4,Retail trade,59785.4,New York,2009-10-01
2010:Q1,Retail trade,59723.3,New York,2010-01-01
2010:Q2,Retail trade,60465.6,New York,2010-04-01
2010:Q3,Retail trade,61204.2,New York,2010-07-01
2010:Q4,Retail trade,61472.0,New York,2010-10-01
2011:Q1,Retail trade,61994.1,New York,2011-01-01
2011:Q2,Retail trade,62589.3,New York,2011-04-01
2011:Q3,Retail trade,61393.9,New York,2011-07-01
2011:Q4,Retail trade,63111.4,New York,2011-10-01
2012:Q1,Retail trade,62096.9,New York,2012-01-01
2012:Q2,Retail trade,60988.7,New York,2012-04-01
2012:Q3,Retail trade,62525.6,New York,2012-07-01
2012:Q4,Retail trade,62626.2,New York,2012-10-01
2013:Q1,Retail trade,64538.0,New York,2013-01-01
2013:Q2,Retail trade,64325.4,New York,2013-04-01
2013:Q3,Retail trade,64166.2,New York,2013-07-01
2013:Q4,Retail trade,64427.0,New York,2013-10-01
2014:Q1,Retail trade,64712.0,New York,2014-01-01
2014:Q2,Retail trade,65504.7,New York,2014-04-01
2014:Q3,Retail trade,66167.5,New York,2014-07-01
2014:Q4,Retail trade,65210.8,New York,2014-10-01
2015:Q1,Retail trade,65132.1,New York,2015-01-01
2015:Q2,Retail trade,67023.1,New York,2015-04-01
2015:Q3,Retail trade,66645.9,New York,2015-07-01
2015:Q4,Retail trade,67533.8,New York,2015-10-01
2016:Q1,Retail trade,67744.0,New York,2016-01-01
2016:Q2,Retail trade,67860.9,New York,2016-04-01
2016:Q3,Retail trade,68587.4,New York,2016-07-01
2016:Q4,Retail trade,68858.0,New York,2016-10-01
2017:Q1,Retail trade,68721.8,New York,2017-01-01
2017:Q2,Retail trade,69283.5,New York,2017-04-01
2017:Q3,Retail trade,71268.3,New York,2017-07-01
2017:Q4,Retail trade,71392.9,New York,2017-10-01
2018:Q1,Retail trade,72130.4,New York,2018-01-01
2018:Q2,Retail trade,72284.6,New York,2018-04-01
2018:Q3,Retail trade,72590.1,New York,2018-07-01
2018:Q4,Retail trade,71159.1,New York,2018-10-01
2019:Q1,Retail trade,73357.8,New York,2019-01-01
2019:Q2,Retail trade,74160.6,New York,2019-04-01
2019:Q3,Retail trade,73959.5,New York,2019-07-01
2019:Q4,Retail trade,73731.0,New York,2019-10-01
2020:Q1,Retail trade,72701.9,New York,2020-01-01
2020:Q2,Retail trade,59172.2,New York,2020-04-01
2020:Q3,Retail trade,68572.6,New York,2020-07-01
2020:Q4,Retail trade,67886.0,New York,2020-10-01
2021:Q1,Retail trade,70105.6,New York,2021-01-01
2021:Q2,Retail trade,67951.9,New York,2021-04-01
2021:Q3,Retail trade,65059.9,New York,2021-07-01
2021:Q4,Retail trade,65485.2,New York,2021-10-01
2005:Q2,Transportation and warehousing,24017.5,New York,2005-04-01
2005:Q3,Transportation and warehousing,25208.7,New York,2005-07-01
2005:Q4,Transportation and warehousing,25791.2,New York,2005-10-01
2006:Q1,Transportation and warehousing,25957.5,New York,2006-01-01
2006:Q2,Transportation and warehousing,26601.9,New York,2006-04-01
2006:Q3,Transportation and warehousing,26268.0,New York,2006-07-01
2006:Q4,Transportation and warehousing,25909.6,New York,2006-10-01
2007:Q1,Transportation and warehousing,25974.7,New York,2007-01-01
2007:Q2,Transportation and warehousing,27211.3,New York,2007-04-01
2007:Q3,Transportation and warehousing,25981.5,New York,2007-07-01
2007:Q4,Transportation and warehousing,26715.7,New York,2007-10-01
2008:Q1,Transportation and warehousing,26385.6,New York,2008-01-01
2008:Q2,Transportation and warehousing,26432.6,New York,2008-04-01
2008:Q3,Transportation and warehousing,26463.6,New York,2008-07-01
2008:Q4,Transportation and warehousing,26133.2,New York,2008-10-01
2009:Q1,Transportation and warehousing,24568.2,New York,2009-01-01
2009:Q2,Transportation and warehousing,25051.9,New York,2009-04-01
2009:Q3,Transportation and warehousing,25105.0,New York,2009-07-01
2009:Q4,Transportation and warehousing,25371.0,New York,2009-10-01
2010:Q1,Transportation and warehousing,25265.7,New York,2010-01-01
2010:Q2,Transportation and warehousing,25235.8,New York,2010-04-01
2010:Q3,Transportation and warehousing,26118.0,New York,2010-07-01
2010:Q4,Transportation and warehousing,26791.2,New York,2010-10-01
2011:Q1,Transportation and warehousing,26748.0,New York,2011-01-01
2011:Q2,Transportation and warehousing,26948.3,New York,2011-04-01
2011:Q3,Transportation and warehousing,26720.5,New York,2011-07-01
2011:Q4,Transportation and warehousing,26888.5,New York,2011-10-01
2012:Q1,Transportation and warehousing,27239.5,New York,2012-01-01
2012:Q2,Transportation and warehousing,26794.3,New York,2012-04-01
2012:Q3,Transportation and warehousing,26641.5,New York,2012-07-01
2012:Q4,Transportation and warehousing,26505.5,New York,2012-10-01
2013:Q1,Transportation and warehousing,26779.7,New York,2013-01-01
2013:Q2,Transportation and warehousing,26919.4,New York,2013-04-01
2013:Q3,Transportation and warehousing,27154.5,New York,2013-07-01
2013:Q4,Transportation and warehousing,28278.4,New York,2013-10-01
2014:Q1,Transportation and warehousing,27417.1,New York,2014-01-01
2014:Q2,Transportation and warehousing,27772.7,New York,2014-04-01
2014:Q3,Transportation and warehousing,28239.7,New York,2014-07-01
2014:Q4,Transportation and warehousing,28128.9,New York,2014-10-01
2015:Q1,Transportation and warehousing,27810.1,New York,2015-01-01
2015:Q2,Transportation and warehousing,28145.6,New York,2015-04-01
2015:Q3,Transportation and warehousing,28792.6,New York,2015-07-01
2015:Q4,Transportation and warehousing,28930.9,New York,2015-10-01
2016:Q1,Transportation and warehousing,27300.3,New York,2016-01-01
2016:Q2,Transportation and warehousing,27503.1,New York,2016-04-01
2016:Q3,Transportation and warehousing,27725.7,New York,2016-07-01
2016:Q4,Transportation and warehousing,28253.7,New York,2016-10-01
2017:Q1,Transportation and warehousing,29236.4,New York,2017-01-01
2017:Q2,Transportation and warehousing,29238.4,New York,2017-04-01
2017:Q3,Transportation and warehousing,28999.8,New York,2017-07-01
2017:Q4,Transportation and warehousing,28881.1,New York,2017-10-01
2018:Q1,Transportation and warehousing,30492.3,New York,2018-01-01
2018:Q2,Transportation and warehousing,30394.2,New York,2018-04-01
2018:Q3,Transportation and warehousing,30301.6,New York,2018-07-01
2018:Q4,Transportation and warehousing,30433.1,New York,2018-10-01
2019:Q1,Transportation and warehousing,30955.1,New York,2019-01-01
2019:Q2,Transportation and warehousing,31475.5,New York,2019-04-01
2019:Q3,Transportation and warehousing,31812.6,New York,2019-07-01
2019:Q4,Transportation and warehousing,30811.5,New York,2019-10-01
2020:Q1,Transportation and warehousing,28888.6,New York,2020-01-01
2020:Q2,Transportation and warehousing,19637.3,New York,2020-04-01
2020:Q3,Transportation and warehousing,22650.4,New York,2020-07-01
2020:Q4,Transportation and warehousing,23169.0,New York,2020-10-01
2021:Q1,Transportation and warehousing,23755.1,New York,2021-01-01
2021:Q2,Transportation and warehousing,23590.1,New York,2021-04-01
2021:Q3,Transportation and warehousing,24190.5,New York,2021-07-01
2021:Q4,Transportation and warehousing,24723.9,New York,2021-10-01
2005:Q2,Information,69747.1,New York,2005-04-01
2005:Q3,Information,69644.7,New York,2005-07-01
2005:Q4,Information,72443.7,New York,2005-10-01
2006:Q1,Information,67338.7,New York,2006-01-01
2006:Q2,Information,69486.8,New York,2006-04-01
2006:Q3,Information,71880.8,New York,2006-07-01
2006:Q4,Information,71291.1,New York,2006-10-01
2007:Q1,Information,76988.2,New York,2007-01-01
2007:Q2,Information,77704.9,New York,2007-04-01
2007:Q3,Information,78180.1,New York,2007-07-01
2007:Q4,Information,77293.5,New York,2007-10-01
2008:Q1,Information,80149.0,New York,2008-01-01
2008:Q2,Information,82998.5,New York,2008-04-01
2008:Q3,Information,82535.4,New York,2008-07-01
2008:Q4,Information,78663.6,New York,2008-10-01
2009:Q1,Information,84878.4,New York,2009-01-01
2009:Q2,Information,87013.4,New York,2009-04-01
2009:Q3,Information,85368.8,New York,2009-07-01
2009:Q4,Information,88483.4,New York,2009-10-01
2010:Q1,Information,91592.1,New York,2010-01-01
2010:Q2,Information,94359.8,New York,2010-04-01
2010:Q3,Information,97877.8,New York,2010-07-01
2010:Q4,Information,95599.2,New York,2010-10-01
2011:Q1,Information,96771.1,New York,2011-01-01
2011:Q2,Information,97358.1,New York,2011-04-01
2011:Q3,Information,96042.8,New York,2011-07-01
2011:Q4,Information,99485.3,New York,2011-10-01
2012:Q1,Information,99096.8,New York,2012-01-01
2012:Q2,Information,100072.5,New York,2012-04-01
2012:Q3,Information,99720.0,New York,2012-07-01
2012:Q4,Information,102165.4,New York,2012-10-01
2013:Q1,Information,103267.8,New York,2013-01-01
2013:Q2,Information,105618.0,New York,2013-04-01
2013:Q3,Information,108299.0,New York,2013-07-01
2013:Q4,Information,106424.4,New York,2013-10-01
2014:Q1,Information,108487.7,New York,2014-01-01
2014:Q2,Information,110318.1,New York,2014-04-01
2014:Q3,Information,108398.0,New York,2014-07-01
2014:Q4,Information,110500.7,New York,2014-10-01
2015:Q1,Information,117591.2,New York,2015-01-01
2015:Q2,Information,118056.5,New York,2015-04-01
2015:Q3,Information,123648.7,New York,2015-07-01
2015:Q4,Information,123966.2,New York,2015-10-01
2016:Q1,Information,130128.2,New York,2016-01-01
2016:Q2,Information,134660.3,New York,2016-04-01
2016:Q3,Information,128231.6,New York,2016-07-01
2016:Q4,Information,130716.3,New York,2016-10-01
2017:Q1,Information,131985.3,New York,2017-01-01
2017:Q2,Information,133009.6,New York,2017-04-01
2017:Q3,Information,135089.5,New York,2017-07-01
2017:Q4,Information,135034.2,New York,2017-10-01
2018:Q1,Information,150237.1,New York,2018-01-01
2018:Q2,Information,152942.7,New York,2018-04-01
2018:Q3,Information,155730.6,New York,2018-07-01
2018:Q4,Information,156219.8,New York,2018-10-01
2019:Q1,Information,159988.7,New York,2019-01-01
2019:Q2,Information,165277.8,New York,2019-04-01
2019:Q3,Information,166553.9,New York,2019-07-01
2019:Q4,Information,168947.5,New York,2019-10-01
2020:Q1,Information,171125.9,New York,2020-01-01
2020:Q2,Information,165592.0,New York,2020-04-01
2020:Q3,Information,173699.4,New York,2020-07-01
2020:Q4,Information,175205.7,New York,2020-10-01
2021:Q1,Information,176927.3,New York,2021-01-01
2021:Q2,Information,188551.2,New York,2021-04-01
2021:Q3,Information,193533.5,New York,2021-07-01
2021:Q4,Information,200236.4,New York,2021-10-01
2005:Q2,Finance and insurance,178184.2,New York,2005-04-01
2005:Q3,Finance and insurance,186009.2,New York,2005-07-01
2005:Q4,Finance and insurance,190441.8,New York,2005-10-01
2006:Q1,Finance and insurance,211993.1,New York,2006-01-01
2006:Q2,Finance and insurance,198515.6,New York,2006-04-01
2006:Q3,Finance and insurance,192721.4,New York,2006-07-01
2006:Q4,Finance and insurance,196679.0,New York,2006-10-01
2007:Q1,Finance and insurance,217174.9,New York,2007-01-01
2007:Q2,Finance and insurance,178806.0,New York,2007-04-01
2007:Q3,Finance and insurance,174529.8,New York,2007-07-01
2007:Q4,Finance and insurance,154409.1,New York,2007-10-01
2008:Q1,Finance and insurance,161622.6,New York,2008-01-01
2008:Q2,Finance and insurance,135770.0,New York,2008-04-01
2008:Q3,Finance and insurance,134884.8,New York,2008-07-01
2008:Q4,Finance and insurance,121837.8,New York,2008-10-01
2009:Q1,Finance and insurance,174881.6,New York,2009-01-01
2009:Q2,Finance and insurance,220454.5,New York,2009-04-01
2009:Q3,Finance and insurance,235866.7,New York,2009-07-01
2009:Q4,Finance and insurance,238059.4,New York,2009-10-01
2010:Q1,Finance and insurance,234576.8,New York,2010-01-01
2010:Q2,Finance and insurance,239294.5,New York,2010-04-01
2010:Q3,Finance and insurance,207253.9,New York,2010-07-01
2010:Q4,Finance and insurance,196287.8,New York,2010-10-01
2011:Q1,Finance and insurance,222541.4,New York,2011-01-01
2011:Q2,Finance and insurance,201863.3,New York,2011-04-01
2011:Q3,Finance and insurance,212247.6,New York,2011-07-01
2011:Q4,Finance and insurance,212798.4,New York,2011-10-01
2012:Q1,Finance and insurance,225621.8,New York,2012-01-01
2012:Q2,Finance and insurance,246143.9,New York,2012-04-01
2012:Q3,Finance and insurance,254844.7,New York,2012-07-01
2012:Q4,Finance and insurance,265824.1,New York,2012-10-01
2013:Q1,Finance and insurance,224128.9,New York,2013-01-01
2013:Q2,Finance and insurance,231633.2,New York,2013-04-01
2013:Q3,Finance and insurance,229452.1,New York,2013-07-01
2013:Q4,Finance and insurance,239084.5,New York,2013-10-01
2014:Q1,Finance and insurance,235754.8,New York,2014-01-01
2014:Q2,Finance and insurance,234650.6,New York,2014-04-01
2014:Q3,Finance and insurance,237417.7,New York,2014-07-01
2014:Q4,Finance and insurance,244388.4,New York,2014-10-01
2015:Q1,Finance and insurance,238889.4,New York,2015-01-01
2015:Q2,Finance and insurance,248502.1,New York,2015-04-01
2015:Q3,Finance and insurance,234824.7,New York,2015-07-01
2015:Q4,Finance and insurance,224550.8,New York,2015-10-01
2016:Q1,Finance and insurance,244931.2,New York,2016-01-01
2016:Q2,Finance and insurance,250422.2,New York,2016-04-01
2016:Q3,Finance and insurance,250650.4,New York,2016-07-01
2016:Q4,Finance and insurance,243323.0,New York,2016-10-01
2017:Q1,Finance and insurance,245223.8,New York,2017-01-01
2017:Q2,Finance and insurance,231122.2,New York,2017-04-01
2017:Q3,Finance and insurance,232394.2,New York,2017-07-01
2017:Q4,Finance and insurance,243697.9,New York,2017-10-01
2018:Q1,Finance and insurance,229459.5,New York,2018-01-01
2018:Q2,Finance and insurance,230695.4,New York,2018-04-01
2018:Q3,Finance and insurance,233081.1,New York,2018-07-01
2018:Q4,Finance and insurance,223606.1,New York,2018-10-01
2019:Q1,Finance and insurance,234853.2,New York,2019-01-01
2019:Q2,Finance and insurance,238194.5,New York,2019-04-01
2019:Q3,Finance and insurance,233396.8,New York,2019-07-01
2019:Q4,Finance and insurance,238400.6,New York,2019-10-01
2020:Q1,Finance and insurance,235947.9,New York,2020-01-01
2020:Q2,Finance and insurance,240778.5,New York,2020-04-01
2020:Q3,Finance and insurance,248613.1,New York,2020-07-01
2020:Q4,Finance and insurance,255307.5,New York,2020-10-01
2021:Q1,Finance and insurance,263590.3,New York,2021-01-01
2021:Q2,Finance and insurance,262601.9,New York,2021-04-01
2021:Q3,Finance and insurance,265123.0,New York,2021-07-01
2021:Q4,Finance and insurance,267875.9,New York,2021-10-01
2005:Q2,Real estate and rental and leasing,155010.6,New York,2005-04-01
2005:Q3,Real estate and rental and leasing,152190.0,New York,2005-07-01
2005:Q4,Real estate and rental and leasing,153066.1,New York,2005-10-01
2006:Q1,Real estate and rental and leasing,151512.5,New York,2006-01-01
2006:Q2,Real estate and rental and leasing,149719.5,New York,2006-04-01
2006:Q3,Real estate and rental and leasing,152519.9,New York,2006-07-01
2006:Q4,Real estate and rental and leasing,156752.1,New York,2006-10-01
2007:Q1,Real estate and rental and leasing,160852.1,New York,2007-01-01
2007:Q2,Real estate and rental and leasing,161393.3,New York,2007-04-01
2007:Q3,Real estate and rental and leasing,159827.5,New York,2007-07-01
2007:Q4,Real estate and rental and leasing,168317.2,New York,2007-10-01
2008:Q1,Real estate and rental and leasing,170876.2,New York,2008-01-01
2008:Q2,Real estate and rental and leasing,175219.1,New York,2008-04-01
2008:Q3,Real estate and rental and leasing,178203.1,New York,2008-07-01
2008:Q4,Real estate and rental and leasing,177976.1,New York,2008-10-01
2009:Q1,Real estate and rental and leasing,166966.2,New York,2009-01-01
2009:Q2,Real estate and rental and leasing,164430.5,New York,2009-04-01
2009:Q3,Real estate and rental and leasing,164182.9,New York,2009-07-01
2009:Q4,Real estate and rental and leasing,165012.4,New York,2009-10-01
2010:Q1,Real estate and rental and leasing,170288.7,New York,2010-01-01
2010:Q2,Real estate and rental and leasing,178502.4,New York,2010-04-01
2010:Q3,Real estate and rental and leasing,181720.8,New York,2010-07-01
2010:Q4,Real estate and rental and leasing,183104.7,New York,2010-10-01
2011:Q1,Real estate and rental and leasing,179917.1,New York,2011-01-01
2011:Q2,Real estate and rental and leasing,184091.6,New York,2011-04-01
2011:Q3,Real estate and rental and leasing,182786.1,New York,2011-07-01
2011:Q4,Real estate and rental and leasing,185319.5,New York,2011-10-01
2012:Q1,Real estate and rental and leasing,184839.2,New York,2012-01-01
2012:Q2,Real estate and rental and leasing,186546.8,New York,2012-04-01
2012:Q3,Real estate and rental and leasing,187481.7,New York,2012-07-01
2012:Q4,Real estate and rental and leasing,188779.5,New York,2012-10-01
2013:Q1,Real estate and rental and leasing,187105.1,New York,2013-01-01
2013:Q2,Real estate and rental and leasing,187087.3,New York,2013-04-01
2013:Q3,Real estate and rental and leasing,189806.0,New York,2013-07-01
2013:Q4,Real estate and rental and leasing,190717.5,New York,2013-10-01
2014:Q1,Real estate and rental and leasing,190777.1,New York,2014-01-01
2014:Q2,Real estate and rental and leasing,190806.9,New York,2014-04-01
2014:Q3,Real estate and rental and leasing,190031.9,New York,2014-07-01
2014:Q4,Real estate and rental and leasing,188973.7,New York,2014-10-01
2015:Q1,Real estate and rental and leasing,185584.4,New York,2015-01-01
2015:Q2,Real estate and rental and leasing,182484.7,New York,2015-04-01
2015:Q3,Real estate and rental and leasing,182280.7,New York,2015-07-01
2015:Q4,Real estate and rental and leasing,180773.8,New York,2015-10-01
2016:Q1,Real estate and rental and leasing,183812.0,New York,2016-01-01
2016:Q2,Real estate and rental and leasing,185436.3,New York,2016-04-01
2016:Q3,Real estate and rental and leasing,184179.5,New York,2016-07-01
2016:Q4,Real estate and rental and leasing,186263.0,New York,2016-10-01
2017:Q1,Real estate and rental and leasing,188683.0,New York,2017-01-01
2017:Q2,Real estate and rental and leasing,188758.8,New York,2017-04-01
2017:Q3,Real estate and rental and leasing,188090.6,New York,2017-07-01
2017:Q4,Real estate and rental and leasing,189271.5,New York,2017-10-01
2018:Q1,Real estate and rental and leasing,190465.0,New York,2018-01-01
2018:Q2,Real estate and rental and leasing,192630.6,New York,2018-04-01
2018:Q3,Real estate and rental and leasing,192540.8,New York,2018-07-01
2018:Q4,Real estate and rental and leasing,193951.2,New York,2018-10-01
2019:Q1,Real estate and rental and leasing,194743.4,New York,2019-01-01
2019:Q2,Real estate and rental and leasing,195716.0,New York,2019-04-01
2019:Q3,Real estate and rental and leasing,196690.5,New York,2019-07-01
2019:Q4,Real estate and rental and leasing,194565.2,New York,2019-10-01
2020:Q1,Real estate and rental and leasing,194589.2,New York,2020-01-01
2020:Q2,Real estate and rental and leasing,184732.1,New York,2020-04-01
2020:Q3,Real estate and rental and leasing,187063.4,New York,2020-07-01
2020:Q4,Real estate and rental and leasing,185768.7,New York,2020-10-01
2021:Q1,Real estate and rental and leasing,188147.5,New York,2021-01-01
2021:Q2,Real estate and rental and leasing,190185.7,New York,2021-04-01
2021:Q3,Real estate and rental and leasing,190680.0,New York,2021-07-01
2021:Q4,Real estate and rental and leasing,193504.8,New York,2021-10-01
2005:Q2,"Professional, scientific, and technical services",96223.6,New York,2005-04-01
2005:Q3,"Professional, scientific, and technical services",97300.5,New York,2005-07-01
2005:Q4,"Professional, scientific, and technical services",98412.1,New York,2005-10-01
2006:Q1,"Professional, scientific, and technical services",100286.1,New York,2006-01-01
2006:Q2,"Professional, scientific, and technical services",100772.0,New York,2006-04-01
2006:Q3,"Professional, scientific, and technical services",100213.9,New York,2006-07-01
2006:Q4,"Professional, scientific, and technical services",101428.1,New York,2006-10-01
2007:Q1,"Professional, scientific, and technical services",103613.0,New York,2007-01-01
2007:Q2,"Professional, scientific, and technical services",103807.8,New York,2007-04-01
2007:Q3,"Professional, scientific, and technical services",106455.3,New York,2007-07-01
2007:Q4,"Professional, scientific, and technical services",110179.1,New York,2007-10-01
2008:Q1,"Professional, scientific, and technical services",112952.1,New York,2008-01-01
2008:Q2,"Professional, scientific, and technical services",114260.0,New York,2008-04-01
2008:Q3,"Professional, scientific, and technical services",115040.0,New York,2008-07-01
2008:Q4,"Professional, scientific, and technical services",113854.4,New York,2008-10-01
2009:Q1,"Professional, scientific, and technical services",105233.6,New York,2009-01-01
2009:Q2,"Professional, scientific, and technical services",102207.1,New York,2009-04-01
2009:Q3,"Professional, scientific, and technical services",100894.8,New York,2009-07-01
2009:Q4,"Professional, scientific, and technical services",99174.6,New York,2009-10-01
2010:Q1,"Professional, scientific, and technical services",99877.0,New York,2010-01-01
2010:Q2,"Professional, scientific, and technical services",100636.9,New York,2010-04-01
2010:Q3,"Professional, scientific, and technical services",102792.1,New York,2010-07-01
2010:Q4,"Professional, scientific, and technical services",103931.4,New York,2010-10-01
2011:Q1,"Professional, scientific, and technical services",105840.6,New York,2011-01-01
2011:Q2,"Professional, scientific, and technical services",107103.2,New York,2011-04-01
2011:Q3,"Professional, scientific, and technical services",107620.4,New York,2011-07-01
2011:Q4,"Professional, scientific, and technical services",108256.5,New York,2011-10-01
2012:Q1,"Professional, scientific, and technical services",109875.9,New York,2012-01-01
2012:Q2,"Professional, scientific, and technical services",111755.9,New York,2012-04-01
2012:Q3,"Professional, scientific, and technical services",111015.3,New York,2012-07-01
2012:Q4,"Professional, scientific, and technical services",108737.4,New York,2012-10-01
2013:Q1,"Professional, scientific, and technical services",110529.1,New York,2013-01-01
2013:Q2,"Professional, scientific, and technical services",110267.2,New York,2013-04-01
2013:Q3,"Professional, scientific, and technical services",111666.4,New York,2013-07-01
2013:Q4,"Professional, scientific, and technical services",112934.5,New York,2013-10-01
2014:Q1,"Professional, scientific, and technical services",114026.0,New York,2014-01-01
2014:Q2,"Professional, scientific, and technical services",114909.1,New York,2014-04-01
2014:Q3,"Professional, scientific, and technical services",119695.0,New York,2014-07-01
2014:Q4,"Professional, scientific, and technical services",119820.5,New York,2014-10-01
2015:Q1,"Professional, scientific, and technical services",121829.9,New York,2015-01-01
2015:Q2,"Professional, scientific, and technical services",121257.3,New York,2015-04-01
2015:Q3,"Professional, scientific, and technical services",123657.0,New York,2015-07-01
2015:Q4,"Professional, scientific, and technical services",124355.8,New York,2015-10-01
2016:Q1,"Professional, scientific, and technical services",127620.7,New York,2016-01-01
2016:Q2,"Professional, scientific, and technical services",127305.1,New York,2016-04-01
2016:Q3,"Professional, scientific, and technical services",124925.7,New York,2016-07-01
2016:Q4,"Professional, scientific, and technical services",127840.8,New York,2016-10-01
2017:Q1,"Professional, scientific, and technical services",127881.7,New York,2017-01-01
2017:Q2,"Professional, scientific, and technical services",129374.8,New York,2017-04-01
2017:Q3,"Professional, scientific, and technical services",129900.6,New York,2017-07-01
2017:Q4,"Professional, scientific, and technical services",132494.9,New York,2017-10-01
2018:Q1,"Professional, scientific, and technical services",130952.6,New York,2018-01-01
2018:Q2,"Professional, scientific, and technical services",132670.6,New York,2018-04-01
2018:Q3,"Professional, scientific, and technical services",134303.7,New York,2018-07-01
2018:Q4,"Professional, scientific, and technical services",133040.2,New York,2018-10-01
2019:Q1,"Professional, scientific, and technical services",134534.6,New York,2019-01-01
2019:Q2,"Professional, scientific, and technical services",135676.1,New York,2019-04-01
2019:Q3,"Professional, scientific, and technical services",138140.3,New York,2019-07-01
2019:Q4,"Professional, scientific, and technical services",139631.2,New York,2019-10-01
2020:Q1,"Professional, scientific, and technical services",139893.4,New York,2020-01-01
2020:Q2,"Professional, scientific, and technical services",127680.3,New York,2020-04-01
2020:Q3,"Professional, scientific, and technical services",131779.0,New York,2020-07-01
2020:Q4,"Professional, scientific, and technical services",132726.9,New York,2020-10-01
2021:Q1,"Professional, scientific, and technical services",137421.5,New York,2021-01-01
2021:Q2,"Professional, scientific, and technical services",140070.6,New York,2021-04-01
2021:Q3,"Professional, scientific, and technical services",142783.9,New York,2021-07-01
2021:Q4,"Professional, scientific, and technical services",147448.1,New York,2021-10-01
2005:Q2,Management of companies and enterprises,26403.6,New York,2005-04-01
2005:Q3,Management of companies and enterprises,26469.2,New York,2005-07-01
2005:Q4,Management of companies and enterprises,25941.6,New York,2005-10-01
2006:Q1,Management of companies and enterprises,27196.1,New York,2006-01-01
2006:Q2,Management of companies and enterprises,26425.7,New York,2006-04-01
2006:Q3,Management of companies and enterprises,26694.4,New York,2006-07-01
2006:Q4,Management of companies and enterprises,26816.1,New York,2006-10-01
2007:Q1,Management of companies and enterprises,28281.4,New York,2007-01-01
2007:Q2,Management of companies and enterprises,25502.2,New York,2007-04-01
2007:Q3,Management of companies and enterprises,26301.7,New York,2007-07-01
2007:Q4,Management of companies and enterprises,26411.3,New York,2007-10-01
2008:Q1,Management of companies and enterprises,25351.1,New York,2008-01-01
2008:Q2,Management of companies and enterprises,26076.1,New York,2008-04-01
2008:Q3,Management of companies and enterprises,25547.4,New York,2008-07-01
2008:Q4,Management of companies and enterprises,25621.8,New York,2008-10-01
2009:Q1,Management of companies and enterprises,19862.0,New York,2009-01-01
2009:Q2,Management of companies and enterprises,22810.2,New York,2009-04-01
2009:Q3,Management of companies and enterprises,23706.7,New York,2009-07-01
2009:Q4,Management of companies and enterprises,24142.1,New York,2009-10-01
2010:Q1,Management of companies and enterprises,27826.5,New York,2010-01-01
2010:Q2,Management of companies and enterprises,26621.8,New York,2010-04-01
2010:Q3,Management of companies and enterprises,26093.6,New York,2010-07-01
2010:Q4,Management of companies and enterprises,26274.5,New York,2010-10-01
2011:Q1,Management of companies and enterprises,28733.6,New York,2011-01-01
2011:Q2,Management of companies and enterprises,26442.5,New York,2011-04-01
2011:Q3,Management of companies and enterprises,25914.1,New York,2011-07-01
2011:Q4,Management of companies and enterprises,25082.9,New York,2011-10-01
2012:Q1,Management of companies and enterprises,26143.7,New York,2012-01-01
2012:Q2,Management of companies and enterprises,26324.8,New York,2012-04-01
2012:Q3,Management of companies and enterprises,26069.7,New York,2012-07-01
2012:Q4,Management of companies and enterprises,26352.1,New York,2012-10-01
2013:Q1,Management of companies and enterprises,25129.3,New York,2013-01-01
2013:Q2,Management of companies and enterprises,26729.3,New York,2013-04-01
2013:Q3,Management of companies and enterprises,27030.5,New York,2013-07-01
2013:Q4,Management of companies and enterprises,27845.7,New York,2013-10-01
2014:Q1,Management of companies and enterprises,28381.7,New York,2014-01-01
2014:Q2,Management of companies and enterprises,27916.4,New York,2014-04-01
2014:Q3,Management of companies and enterprises,27873.9,New York,2014-07-01
2014:Q4,Management of companies and enterprises,26879.6,New York,2014-10-01
2015:Q1,Management of companies and enterprises,27440.8,New York,2015-01-01
