,n.name,n.code,score
4050,Chicago O'Hare International Airport,KORD,4617.0
4057,Hartsfield Jackson Atlanta International Airport,KATL,4238.0
4009,Los Angeles International Airport,KLAX,3724.0
4121,Denver International Airport,KDEN,3359.0
4067,McCarran International Airport,KLAS,3352.0
4008,Dallas Fort Worth International Airport,KDFW,3256.0
4098,Phoenix Sky Harbor International Airport,KPHX,2992.0
4100,Charlotte Douglas International Airport,KCLT,2786.0
4080,San Francisco International Airport,KSFO,2560.0
4089,Seattle Tacoma International Airport,KSEA,2460.0
4095,Logan International Airport,KBOS,2200.0
4041,George Bush Intercontinental Houston Airport,KIAH,2194.0
4074,Newark Liberty International Airport,KEWR,2043.0
4126,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,2037.0
4063,La Guardia Airport,KLGA,1975.0
4043,Philadelphia International Airport,KPHL,1899.0
4513,Detroit Metropolitan Wayne County Airport,KDTW,1736.0
4103,Fort Lauderdale Hollywood International Airport,KFLL,1714.0
4136,Ronald Reagan Washington National Airport,KDCA,1664.0
4038,John F Kennedy International Airport,KJFK,1636.0
4093,San Diego International Airport,KSAN,1590.0
4046,Miami International Airport,KMIA,1589.0
4068,Baltimore/Washington International Thurgood Marshall Airport,KBWI,1474.0
4104,Tampa International Airport,KTPA,1439.0
4087,Nashville International Airport,KBNA,1368.0
4125,Portland International Airport,KPDX,1319.0
4090,Dallas Love Field,KDAL,1279.0
4131,Chicago Midway International Airport,KMDW,1274.0
4065,Norman Y. Mineta San Jose International Airport,KSJC,1258.0
4060,St Louis Lambert International Airport,KSTL,1186.0
4086,Metropolitan Oakland International Airport,KOAK,1182.0
4118,John Wayne Airport-Orange County Airport,KSNA,1141.0
4142,Raleigh Durham International Airport,KRDU,1133.0
4182,Lester B. Pearson International Airport,CYYZ,1124.0
4140,Austin Bergstrom International Airport,KAUS,1087.0
4170,Louisville Muhammad Ali International Airport,KSDF,988.0
4116,William P Hobby Airport,KHOU,970.0
4056,Sacramento International Airport,KSMF,943.0
4151,Cincinnati Northern Kentucky International Airport,KCVG,903.0
4169,Washington Dulles International Airport,KIAD,842.0
4163,Bob Hope Airport,KBUR,804.0
