,n.name,n.code,score
3436,Chicago O'Hare International Airport,KORD,1958.0
3486,Dallas Fort Worth International Airport,KDFW,1676.0
3449,Los Angeles International Airport,KLAX,1510.0
3420,Hartsfield Jackson Atlanta International Airport,KATL,1494.0
3441,Phoenix Sky Harbor International Airport,KPHX,1473.0
3444,Denver International Airport,KDEN,1391.0
3434,Charlotte Douglas International Airport,KCLT,1162.0
3474,McCarran International Airport,KLAS,1064.0
3465,Seattle Tacoma International Airport,KSEA,993.0
3432,Philadelphia International Airport,KPHL,921.0
3475,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,KMSP,821.0
3446,Baltimore/Washington International Thurgood Marshall Airport,KBWI,777.0
3462,Chicago Midway International Airport,KMDW,770.0
3437,Logan International Airport,KBOS,747.0
3482,George Bush Intercontinental Houston Airport,KIAH,728.0
3443,San Francisco International Airport,KSFO,689.0
3430,Louisville Muhammad Ali International Airport,KSDF,679.0
3467,Ronald Reagan Washington National Airport,KDCA,675.0
3408,Fort Lauderdale Hollywood International Airport,KFLL,674.0
3479,San Diego International Airport,KSAN,621.0
3478,Dallas Love Field,KDAL,609.0
3454,Detroit Metropolitan Wayne County Airport,KDTW,579.0
3537,St Louis Lambert International Airport,KSTL,575.0
3576,Nashville International Airport,KBNA,571.0
3453,Miami International Airport,KMIA,551.0
3450,Portland International Airport,KPDX,535.0
3484,Tampa International Airport,KTPA,503.0
3458,William P Hobby Airport,KHOU,485.0
3476,Metropolitan Oakland International Airport,KOAK,476.0
3431,Newark Liberty International Airport,KEWR,472.0
3483,Cincinnati Northern Kentucky International Airport,KCVG,465.0
3442,Washington Dulles International Airport,KIAD,461.0
3422,Ted Stevens Anchorage International Airport,PANC,460.0
3481,Austin Bergstrom International Airport,KAUS,460.0
3447,John F Kennedy International Airport,KJFK,444.0
3463,La Guardia Airport,KLGA,424.0
3417,Sacramento International Airport,KSMF,409.0
3452,Norman Y. Mineta San Jose International Airport,KSJC,404.0
3497,Raleigh Durham International Airport,KRDU,403.0
3493,Southwest Florida International Airport,KRSW,380.0
3504,Ontario International Airport,KONT,372.0
3496,Kansas City International Airport,KMCI,365.0
3445,John Glenn Columbus International Airport,KCMH,336.0
3502,General Mitchell International Airport,KMKE,327.0
3488,John Wayne Airport-Orange County Airport,KSNA,326.0
3477,San Antonio International Airport,KSAT,325.0
3995,Salt Lake City International Airport,KSLC,314.0
3524,Albuquerque International Sunport,KABQ,314.0
3439,Orlando Executive Airport,KORL,295.0
3555,Cleveland Hopkins International Airport,KCLE,279.0
3542,Bob Hope Airport,KBUR,262.0
3592,Whiting Field Naval Air Station - North,KNSE,242.0
3600,Pittsburgh International Airport,KPIT,233.0
3495,Boise Air Terminal/Gowen Field,KBOI,232.0
3558,Eppley Airfield,KOMA,218.0
3521,Phoenix Deer Valley Airport,KDVT,213.0
3750,Daytona Beach International Airport,KDAB,206.0
3528,Van Nuys Airport,KVNY,185.0
3826,McGhee Tyson Airport,KTYS,179.0
3532,Falcon Field,KFFZ,175.0
3853,Orlando International Airport,KMCO,175.0
3530,Scottsdale Airport,KSDL,174.0
3546,Long Beach Airport (Daugherty Field),KLGB,173.0
3487,Boeing Field King County International Airport,KBFI,172.0
3468,DeKalb Peachtree Airport,KPDK,172.0
3556,Lester B. Pearson International Airport,CYYZ,169.0
3515,Phoenix–Mesa Gateway Airport,KIWA,168.0
3632,Gerald R. Ford International Airport,KGRR,161.0
3563,Dane County Regional Truax Field,KMSN,152.0
3519,Theodore Francis Green State Airport,KPVD,151.0
3692,Pueblo Memorial Airport,KPUB,149.0
3461,Buffalo Niagara International Airport,KBUF,145.0
3621,Fresno Yosemite International Airport,KFAT,143.0
3598,Tulsa International Airport,KTUL,143.0
4047,Sarasota Bradenton International Airport,KSRQ,142.0
3779,Norfolk International Airport,KORF,142.0
3510,Frederick Douglass Greater Rochester International Airport,KROC,141.0
3406,Incheon International Airport,RKSI,136.0
3513,Chicago Rockford International Airport,KRFD,135.0
3560,Northwest Florida Beaches International Airport,KECP,131.0
3760,New Smyrna Beach Municipal Airport,KEVB,131.0
3523,Gwinnett County Briscoe Field,KLZU,129.0
3921,Piedmont Triad International Airport,KGSO,125.0
3654,James M Cox Dayton International Airport,KDAY,123.0
3694,Santa Barbara Municipal Airport,KSBA,122.0
3401,Hong Kong International Airport,VHHH,120.0
3531,Westchester County Airport,KHPN,119.0
3518,Naples Municipal Airport,KAPF,115.0
3409,London Heathrow Airport,EGLL,114.0
3599,Northwest Arkansas Regional Airport,KXNA,112.0
3622,Syracuse Hancock International Airport,KSYR,111.0
3607,Camarillo International Airport,KCMA,109.0
3536,City of Colorado Springs Municipal Airport,KCOS,109.0
695,Fowler Airport,CO80,108.0
3490,Huntsville International Carl T Jones Field,KHSV,108.0
3448,Teterboro Airport,KTEB,107.0
3609,Tucson International Airport / Morris Air National Guard Base,KTUS,106.0
3829,San Luis County Regional Airport,KSBP,105.0
3945,Harrisburg International Airport,KMDT,105.0
4150,Cooper Airport,05IN,104.0
1083,Mac Dill Air Force Base,KMCF,103.0
3615,Centennial Airport,KAPA,103.0
3732,St Petersburg Clearwater International Airport,KPIE,100.0
3579,McClellan-Palomar Airport,KCRQ,97.0
3498,Miami-Opa Locka Executive Airport,KOPF,96.0
3559,Portland Hillsboro Airport,KHIO,96.0
3627,Spokane International Airport,KGEG,93.0
3726,Snohomish County (Paine Field) Airport,KPAE,91.0
3517,Page Field,KFMY,90.0
3500,Albany International Airport,KALB,90.0
3584,Chandler Municipal Airport,KCHD,89.0
4018,Fort Worth Alliance Airport,KAFW,88.0
4072,Flying Cloud Airport,KFCM,88.0
3494,Lehigh Valley International Airport,KABE,87.0
3786,Kissimmee Gateway Airport,KISM,83.0
3471,Rocky Mountain Metropolitan Airport,KBJC,80.0
4021,Roanoke–Blacksburg Regional Airport,KROA,80.0
3433,Springfield Branson National Airport,KSGF,79.0
3827,Pensacola International Airport,KPNS,78.0
3954,Appleton International Airport,KATW,77.0
3491,Addison Airport,KADS,76.0
3870,Cobb County International Airport-McCollum Field,KRYY,76.0
3771,Carter Airport,FL57,76.0
3796,Charles M. Schulz Sonoma County Airport,KSTS,75.0
3508,Mc Coy Airport,88PA,74.0
4120,Garcon Field,24FL,74.0
3541,Manassas Regional Airport/Harry P. Davis Field,KHEF,73.0
3411,Taiwan Taoyuan International Airport,RCTP,72.0
3435,Laurence G Hanscom Field,KBED,72.0
3596,North Las Vegas Metropolitan International Airport,KVGT,71.0
4142,Republic Airport,KFRG,71.0
3685,Casa Grande Municipal Airport,KCGZ,71.0
3428,Austin Straubel International Airport,KGRB,70.0
3630,Chicago Executive Airport,KPWK,70.0
3620,Charlotte County Airport,KPGD,70.0
3514,Montgomery-Gibbs Executive Airport,KMYF,68.0
3702,South Valley International Airport,KU42,68.0
3554,Zamperini Field,KTOA,68.0
3616,Charlottesville Albemarle Airport,KCHO,67.0
3577,Richard Lloyd Jones Jr Airport,KRVS,67.0
3825,Massey Ranch Airpark,KX50,67.0
4048,Fort Wayne International Airport,KFWA,67.0
3550,Dupage Airport,KDPA,67.0
3614,Vancouver International Airport,CYVR,67.0
3719,Burlington Alamance Regional Airport,KBUY,66.0
3418,Fernando Luis Ribas Dominicci Airport,TJIG,66.0
3593,Lancaster Airport,KLNS,65.0
4179,Gastonia Municipal Airport,KAKH,65.0
193,Coolidge Municipal Airport,KP08,65.0
